epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
39,0.9272533655166626,0.0003000000142492354,0.15218207240104675,0.9354304671287537,0.14476579427719116
40,0.9263662099838257,0.0003000000142492354,0.14883750677108765,0.9412251710891724,0.1409403532743454
41,0.9288502335548401,0.0003000000142492354,0.14403598010540009,0.9387417435646057,0.1376071572303772
42,0.926543653011322,0.0003000000142492354,0.141252800822258,0.940397322177887,0.13417524099349976
43,0.9325762987136841,0.0003000000142492354,0.1370411515235901,0.9428808093070984,0.13066703081130981
44,0.9311568737030029,0.0003000000142492354,0.13437938690185547,0.9370861053466797,0.1272122710943222
45,0.9325762987136841,0.0003000000142492354,0.12960775196552277,0.9387417435646057,0.1237141564488411
46,0.933463454246521,0.0003000000142492354,0.12577331066131592,0.9387417435646057,0.12063371390104294
47,0.9299148321151733,0.0003000000142492354,0.12310728430747986,0.9370861053466797,0.11754477024078369
48,0.9295599460601807,0.0003000000142492354,0.12000151723623276,0.9379138946533203,0.11481494456529617
49,0.9270759224891663,0.0003000000142492354,0.11817598342895508,0.9362582564353943,0.11204855889081955
50,0.9283179640769958,0.0003000000142492354,0.11583257466554642,0.9395695328712463,0.1090826466679573
51,0.9286727905273438,0.0003000000142492354,0.11244303733110428,0.9362582564353943,0.10612547397613525
52,0.9290276765823364,0.0003000000142492354,0.10985217988491058,0.9362582564353943,0.10366784036159515
53,0.9315117001533508,0.0003000000142492354,0.10772532969713211,0.9387417435646057,0.10118900239467621
54,0.9313342571258545,0.0003000000142492354,0.10516905039548874,0.940397322177887,0.099528007209301
55,0.9281405210494995,0.0003000000142492354,0.10362253338098526,0.9379138946533203,0.09756539762020111
56,0.930269718170166,0.0003000000142492354,0.10088463872671127,0.942052960395813,0.09502552449703217
57,0.9268985390663147,0.0003000000142492354,0.09939935803413391,0.9412251710891724,0.09244924783706665
58,0.9325762987136841,0.0003000000142492354,0.09559246897697449,0.940397322177887,0.0905948132276535
59,0.9308019876480103,0.0003000000142492354,0.09354029595851898,0.9379138946533203,0.08835680782794952
60,0.9323988556861877,0.0003000000142492354,0.09192656725645065,0.9395695328712463,0.08717003464698792
61,0.9345280528068542,0.0003000000142492354,0.08882386237382889,0.9370861053466797,0.08464141190052032
62,0.9332860112190247,0.0003000000142492354,0.08855780959129333,0.9370861053466797,0.08359292894601822
63,0.9286727905273438,0.0003000000142492354,0.08546363562345505,0.9370861053466797,0.08167818188667297
